area_name,area_code,date,new_cases,total_cases,Cas_pweek,week_day,week_
Barking and Dagenham,E09000002,11/02/2020,0,0,,,
Barking and Dagenham,E09000002,12/02/2020,0,0,,,
Barking and Dagenham,E09000002,13/02/2020,0,0,,,
Barking and Dagenham,E09000002,14/02/2020,0,0,,,
Barking and Dagenham,E09000002,15/02/2020,0,0,,,
Barking and Dagenham,E09000002,16/02/2020,0,0,,,7
Barking and Dagenham,E09000002,17/02/2020,0,0,,,
Barking and Dagenham,E09000002,18/02/2020,0,0,,,
Barking and Dagenham,E09000002,19/02/2020,0,0,,,
Barking and Dagenham,E09000002,20/02/2020,0,0,,,
Barking and Dagenham,E09000002,21/02/2020,0,0,,,
Barking and Dagenham,E09000002,22/02/2020,0,0,,,
Barking and Dagenham,E09000002,23/02/2020,0,0,,,8
Barking and Dagenham,E09000002,24/02/2020,0,0,,,
Barking and Dagenham,E09000002,25/02/2020,0,0,,,
Barking and Dagenham,E09000002,26/02/2020,0,0,,,
Barking and Dagenham,E09000002,27/02/2020,0,0,,,
Barking and Dagenham,E09000002,28/02/2020,0,0,,,
Barking and Dagenham,E09000002,29/02/2020,0,0,,,
Barking and Dagenham,E09000002,01/03/2020,1,1,,,9
Barking and Dagenham,E09000002,02/03/2020,0,1,,,
Barking and Dagenham,E09000002,03/03/2020,0,1,,,
Barking and Dagenham,E09000002,04/03/2020,0,1,,,
Barking and Dagenham,E09000002,05/03/2020,0,1,,,
Barking and Dagenham,E09000002,06/03/2020,0,1,,,
Barking and Dagenham,E09000002,07/03/2020,0,1,,,
Barking and Dagenham,E09000002,08/03/2020,1,2,,,10
Barking and Dagenham,E09000002,09/03/2020,1,3,,,
Barking and Dagenham,E09000002,10/03/2020,0,3,,,
Barking and Dagenham,E09000002,11/03/2020,1,4,,,
Barking and Dagenham,E09000002,12/03/2020,4,8,,,
Barking and Dagenham,E09000002,13/03/2020,1,9,,,
Barking and Dagenham,E09000002,14/03/2020,2,11,,,
Barking and Dagenham,E09000002,15/03/2020,4,15,,,11
Barking and Dagenham,E09000002,16/03/2020,4,19,,,
Barking and Dagenham,E09000002,17/03/2020,5,24,,,
Barking and Dagenham,E09000002,18/03/2020,5,29,,,
Barking and Dagenham,E09000002,19/03/2020,4,33,,,
Barking and Dagenham,E09000002,20/03/2020,9,42,,,
Barking and Dagenham,E09000002,21/03/2020,10,52,,,
Barking and Dagenham,E09000002,22/03/2020,7,59,,,12
Barking and Dagenham,E09000002,23/03/2020,11,70,,,
Barking and Dagenham,E09000002,24/03/2020,12,82,,,
Barking and Dagenham,E09000002,25/03/2020,11,93,,,
Barking and Dagenham,E09000002,26/03/2020,7,100,,,
Barking and Dagenham,E09000002,27/03/2020,12,112,,,
Barking and Dagenham,E09000002,28/03/2020,11,123,,,
Barking and Dagenham,E09000002,29/03/2020,11,134,,,13
Barking and Dagenham,E09000002,30/03/2020,11,145,,,
Barking and Dagenham,E09000002,31/03/2020,19,164,,,
Barking and Dagenham,E09000002,01/04/2020,22,186,,,
Barking and Dagenham,E09000002,02/04/2020,26,212,,,
Barking and Dagenham,E09000002,03/04/2020,18,230,,,
Barking and Dagenham,E09000002,04/04/2020,17,247,,,
Barking and Dagenham,E09000002,05/04/2020,19,266,,,14
Barking and Dagenham,E09000002,06/04/2020,12,278,,,
Barking and Dagenham,E09000002,07/04/2020,22,300,,,
Barking and Dagenham,E09000002,08/04/2020,22,322,,,
Barking and Dagenham,E09000002,09/04/2020,15,337,,,
Barking and Dagenham,E09000002,10/04/2020,11,348,,,
Barking and Dagenham,E09000002,11/04/2020,9,357,,,
Barking and Dagenham,E09000002,12/04/2020,18,375,,,15
Barking and Dagenham,E09000002,13/04/2020,18,393,,,
Barking and Dagenham,E09000002,14/04/2020,14,407,,,
Barking and Dagenham,E09000002,15/04/2020,12,419,,,
Barking and Dagenham,E09000002,16/04/2020,12,431,,,
Barking and Dagenham,E09000002,17/04/2020,10,441,,,
Barking and Dagenham,E09000002,18/04/2020,7,448,,,
Barking and Dagenham,E09000002,19/04/2020,15,463,,,16
Barking and Dagenham,E09000002,20/04/2020,7,470,,,
Barking and Dagenham,E09000002,21/04/2020,14,484,,,
Barking and Dagenham,E09000002,22/04/2020,9,493,,,
Barking and Dagenham,E09000002,23/04/2020,11,504,,,
Barking and Dagenham,E09000002,24/04/2020,3,507,,,
Barking and Dagenham,E09000002,25/04/2020,7,514,,,
Barking and Dagenham,E09000002,26/04/2020,10,524,,,
Barking and Dagenham,E09000002,27/04/2020,8,532,,,
Barking and Dagenham,E09000002,28/04/2020,6,538,,,
Barking and Dagenham,E09000002,29/04/2020,7,545,,,18
Barking and Dagenham,E09000002,30/04/2020,5,550,,,
Barking and Dagenham,E09000002,01/05/2020,11,561,,,
Barking and Dagenham,E09000002,02/05/2020,6,567,,,
Barking and Dagenham,E09000002,03/05/2020,8,575,,,
Barking and Dagenham,E09000002,04/05/2020,4,579,,,
Barking and Dagenham,E09000002,05/05/2020,6,585,,,
Barking and Dagenham,E09000002,06/05/2020,4,589,,,19
Barking and Dagenham,E09000002,07/05/2020,6,595,,,
Barking and Dagenham,E09000002,08/05/2020,6,601,,,
Barking and Dagenham,E09000002,09/05/2020,4,605,,,
Barking and Dagenham,E09000002,10/05/2020,7,612,,,
Barking and Dagenham,E09000002,11/05/2020,7,619,,,
Barking and Dagenham,E09000002,12/05/2020,3,622,,,
Barking and Dagenham,E09000002,13/05/2020,11,633,,,20
Barking and Dagenham,E09000002,14/05/2020,2,635,,,20
Barking and Dagenham,E09000002,15/05/2020,1,636,,,
Barking and Dagenham,E09000002,16/05/2020,2,638,,,
Barking and Dagenham,E09000002,17/05/2020,1,639,,,
Barking and Dagenham,E09000002,18/05/2020,2,641,,,
Barking and Dagenham,E09000002,19/05/2020,5,646,,,
Barking and Dagenham,E09000002,20/05/2020,4,650,,,
Barking and Dagenham,E09000002,21/05/2020,4,654,,,21
Barking and Dagenham,E09000002,22/05/2020,1,655,,,
Barking and Dagenham,E09000002,23/05/2020,2,657,,,
Barking and Dagenham,E09000002,24/05/2020,0,657,,,
Barking and Dagenham,E09000002,25/05/2020,3,660,,,
Barking and Dagenham,E09000002,26/05/2020,4,664,,,
Barking and Dagenham,E09000002,27/05/2020,0,664,,,
Barking and Dagenham,E09000002,28/05/2020,4,668,,,22
Barking and Dagenham,E09000002,29/05/2020,0,668,,,
Barking and Dagenham,E09000002,30/05/2020,0,668,,,
Barking and Dagenham,E09000002,31/05/2020,0,668,,,
Barking and Dagenham,E09000002,01/06/2020,2,670,,,
Barking and Dagenham,E09000002,02/06/2020,1,671,,,
Barking and Dagenham,E09000002,03/06/2020,4,675,,,
Barking and Dagenham,E09000002,04/06/2020,2,677,,,23
Barking and Dagenham,E09000002,05/06/2020,0,677,,,23
Barking and Dagenham,E09000002,06/06/2020,0,677,,,
Barking and Dagenham,E09000002,07/06/2020,0,677,,,
Barking and Dagenham,E09000002,08/06/2020,1,678,,,
Barking and Dagenham,E09000002,09/06/2020,0,678,,,
Barking and Dagenham,E09000002,10/06/2020,0,678,,,
Barking and Dagenham,E09000002,11/06/2020,1,679,,,
Barking and Dagenham,E09000002,12/06/2020,3,682,,,24
Barking and Dagenham,E09000002,13/06/2020,2,684,,,
Barking and Dagenham,E09000002,14/06/2020,1,685,,,
Barking and Dagenham,E09000002,15/06/2020,1,686,,,
Barking and Dagenham,E09000002,16/06/2020,0,686,,,
Barking and Dagenham,E09000002,17/06/2020,2,688,,,
Barking and Dagenham,E09000002,18/06/2020,0,688,,,
Barking and Dagenham,E09000002,19/06/2020,0,688,,,25
Barking and Dagenham,E09000002,20/06/2020,0,688,,,
Barking and Dagenham,E09000002,21/06/2020,2,690,,,
Barking and Dagenham,E09000002,22/06/2020,1,691,,,
Barking and Dagenham,E09000002,23/06/2020,1,692,,,
Barking and Dagenham,E09000002,24/06/2020,4,696,,,
Barking and Dagenham,E09000002,25/06/2020,2,698,,,
Barking and Dagenham,E09000002,26/06/2020,3,701,,,26
Barking and Dagenham,E09000002,27/06/2020,1,702,,,26
Barking and Dagenham,E09000002,28/06/2020,0,702,,,
Barking and Dagenham,E09000002,29/06/2020,2,704,,,
Barking and Dagenham,E09000002,30/06/2020,2,706,,,
Barking and Dagenham,E09000002,01/07/2020,2,708,,,
Barking and Dagenham,E09000002,02/07/2020,0,708,,,
Barking and Dagenham,E09000002,03/07/2020,0,708,,,
Barking and Dagenham,E09000002,04/07/2020,0,708,,,27
Barking and Dagenham,E09000002,05/07/2020,0,708,,,
Barking and Dagenham,E09000002,06/07/2020,0,708,,,
Barking and Dagenham,E09000002,07/07/2020,1,709,,,
Barking and Dagenham,E09000002,08/07/2020,3,712,,,
Barking and Dagenham,E09000002,09/07/2020,0,712,,,
Barking and Dagenham,E09000002,10/07/2020,1,713,,,
Barking and Dagenham,E09000002,11/07/2020,0,713,,,28
Barking and Dagenham,E09000002,12/07/2020,1,714,,,
Barking and Dagenham,E09000002,13/07/2020,1,715,,,
Barking and Dagenham,E09000002,14/07/2020,2,717,,,
Barking and Dagenham,E09000002,15/07/2020,4,721,,,
Barking and Dagenham,E09000002,16/07/2020,1,722,,,
Barking and Dagenham,E09000002,17/07/2020,1,723,,,
Barking and Dagenham,E09000002,18/07/2020,1,724,,,29
Barking and Dagenham,E09000002,19/07/2020,0,724,,,29
Barking and Dagenham,E09000002,20/07/2020,2,726,,,
Barking and Dagenham,E09000002,21/07/2020,2,728,,,
Barking and Dagenham,E09000002,22/07/2020,3,731,,,
Barking and Dagenham,E09000002,23/07/2020,2,733,,,
Barking and Dagenham,E09000002,24/07/2020,0,733,,,
Barking and Dagenham,E09000002,25/07/2020,1,734,,,
Barking and Dagenham,E09000002,26/07/2020,7,741,,,30
Barking and Dagenham,E09000002,27/07/2020,3,744,,,
Barking and Dagenham,E09000002,28/07/2020,6,750,,,
Barking and Dagenham,E09000002,29/07/2020,9,759,,,
Barking and Dagenham,E09000002,30/07/2020,4,763,,,
Barking and Dagenham,E09000002,31/07/2020,1,764,,,
Barking and Dagenham,E09000002,01/08/2020,2,766,,,
Barking and Dagenham,E09000002,02/08/2020,2,768,,,31
Barking and Dagenham,E09000002,03/08/2020,1,769,,,
Barking and Dagenham,E09000002,04/08/2020,2,771,,,
Barking and Dagenham,E09000002,05/08/2020,6,777,,,
Barking and Dagenham,E09000002,06/08/2020,1,778,,,
Barking and Dagenham,E09000002,07/08/2020,1,779,,,
Barking and Dagenham,E09000002,08/08/2020,3,782,,,
Barking and Dagenham,E09000002,09/08/2020,1,783,,,32
Barking and Dagenham,E09000002,10/08/2020,4,787,,,33
Barking and Dagenham,E09000002,11/08/2020,4,791,,,
Barking and Dagenham,E09000002,12/08/2020,7,798,,,
Barking and Dagenham,E09000002,13/08/2020,10,808,,,
Barking and Dagenham,E09000002,14/08/2020,2,810,,,
Barking and Dagenham,E09000002,15/08/2020,2,812,,,
Barking and Dagenham,E09000002,16/08/2020,4,816,,,
Barking and Dagenham,E09000002,17/08/2020,6,822,,,34
Barking and Dagenham,E09000002,18/08/2020,6,828,,,
Barking and Dagenham,E09000002,19/08/2020,2,830,,,
Barking and Dagenham,E09000002,20/08/2020,5,835,,,
Barking and Dagenham,E09000002,21/08/2020,4,839,,,
Barking and Dagenham,E09000002,22/08/2020,3,842,,,
Barking and Dagenham,E09000002,23/08/2020,3,845,,,
Barking and Dagenham,E09000002,24/08/2020,11,856,,,35
Barking and Dagenham,E09000002,25/08/2020,1,857,,,
Barking and Dagenham,E09000002,26/08/2020,1,858,,,
Barking and Dagenham,E09000002,27/08/2020,4,862,,,
Barking and Dagenham,E09000002,28/08/2020,5,867,,,
Barking and Dagenham,E09000002,29/08/2020,2,869,,,
Barking and Dagenham,E09000002,30/08/2020,4,873,,,
Barking and Dagenham,E09000002,31/08/2020,11,884,,,36
Barking and Dagenham,E09000002,01/09/2020,12,896,,,36
Barking and Dagenham,E09000002,02/09/2020,8,904,,,
Barking and Dagenham,E09000002,03/09/2020,13,917,,,
Barking and Dagenham,E09000002,04/09/2020,6,923,,,
Barking and Dagenham,E09000002,05/09/2020,9,932,,,
Barking and Dagenham,E09000002,06/09/2020,6,938,,,
Barking and Dagenham,E09000002,07/09/2020,11,949,,,
Barking and Dagenham,E09000002,08/09/2020,8,957,,,37
Barking and Dagenham,E09000002,09/09/2020,12,969,,,
Barking and Dagenham,E09000002,10/09/2020,17,986,,,
Barking and Dagenham,E09000002,11/09/2020,11,997,,,
Barking and Dagenham,E09000002,12/09/2020,8,1005,,,
Barking and Dagenham,E09000002,13/09/2020,6,1011,,,
Barking and Dagenham,E09000002,14/09/2020,8,1019,,,
Barking and Dagenham,E09000002,15/09/2020,6,1025,,,38
Barking and Dagenham,E09000002,16/09/2020,9,1034,,,
Barking and Dagenham,E09000002,17/09/2020,22,1056,,,
Barking and Dagenham,E09000002,18/09/2020,13,1069,,,
Barking and Dagenham,E09000002,19/09/2020,13,1082,,,
Barking and Dagenham,E09000002,20/09/2020,23,1105,,,
Barking and Dagenham,E09000002,21/09/2020,14,1119,,,
Barking and Dagenham,E09000002,22/09/2020,23,1142,,,39
Barking and Dagenham,E09000002,23/09/2020,24,1166,,,39
Barking and Dagenham,E09000002,24/09/2020,15,1181,,,
Barking and Dagenham,E09000002,25/09/2020,16,1197,,,
Barking and Dagenham,E09000002,26/09/2020,15,1212,,,
Barking and Dagenham,E09000002,27/09/2020,7,1219,,,
Barking and Dagenham,E09000002,28/09/2020,15,1234,,,
Barking and Dagenham,E09000002,29/09/2020,10,1244,,,
Barking and Dagenham,E09000002,30/09/2020,1,1245,,,40
Barnet,E09000003,11/02/2020,0,0,,,
Barnet,E09000003,12/02/2020,0,0,,,
Barnet,E09000003,13/02/2020,0,0,,,
Barnet,E09000003,14/02/2020,0,0,,,
Barnet,E09000003,15/02/2020,0,0,,,
Barnet,E09000003,16/02/2020,0,0,,,
Barnet,E09000003,17/02/2020,0,0,,,
Barnet,E09000003,18/02/2020,0,0,,,
Barnet,E09000003,19/02/2020,0,0,,,
Barnet,E09000003,20/02/2020,0,0,,,
Barnet,E09000003,21/02/2020,0,0,,,
Barnet,E09000003,22/02/2020,0,0,,,
Barnet,E09000003,23/02/2020,0,0,,,
Barnet,E09000003,24/02/2020,0,0,,,
Barnet,E09000003,25/02/2020,0,0,,,
Barnet,E09000003,26/02/2020,0,0,,,
Barnet,E09000003,27/02/2020,1,1,,,
Barnet,E09000003,28/02/2020,0,1,,,
Barnet,E09000003,29/02/2020,0,1,,,
Barnet,E09000003,01/03/2020,0,1,,,
Barnet,E09000003,02/03/2020,0,1,,,
Barnet,E09000003,03/03/2020,0,1,,,
Barnet,E09000003,04/03/2020,4,5,,,
Barnet,E09000003,05/03/2020,1,6,,,
Barnet,E09000003,06/03/2020,1,7,,,
Barnet,E09000003,07/03/2020,0,7,,,
Barnet,E09000003,08/03/2020,1,8,,,
Barnet,E09000003,09/03/2020,3,11,,,
Barnet,E09000003,10/03/2020,3,14,,,
Barnet,E09000003,11/03/2020,11,25,,,
Barnet,E09000003,12/03/2020,5,30,,,
Barnet,E09000003,13/03/2020,6,36,,,
Barnet,E09000003,14/03/2020,6,42,,,
Barnet,E09000003,15/03/2020,10,52,,,
Barnet,E09000003,16/03/2020,11,63,,,
Barnet,E09000003,17/03/2020,7,70,,,
Barnet,E09000003,18/03/2020,14,84,,,
Barnet,E09000003,19/03/2020,26,110,,,
Barnet,E09000003,20/03/2020,21,131,,,
Barnet,E09000003,21/03/2020,18,149,,,
Barnet,E09000003,22/03/2020,26,175,,,
Barnet,E09000003,23/03/2020,31,206,,,
Barnet,E09000003,24/03/2020,39,245,,,
Barnet,E09000003,25/03/2020,46,291,,,
Barnet,E09000003,26/03/2020,55,346,,,
Barnet,E09000003,27/03/2020,54,400,,,
Barnet,E09000003,28/03/2020,34,434,,,
Barnet,E09000003,29/03/2020,30,464,,,
Barnet,E09000003,30/03/2020,42,506,,,
Barnet,E09000003,31/03/2020,48,554,,,
Barnet,E09000003,01/04/2020,37,591,,,
Barnet,E09000003,02/04/2020,65,656,,,
Barnet,E09000003,03/04/2020,37,693,,,
Barnet,E09000003,04/04/2020,38,731,,,
Barnet,E09000003,05/04/2020,40,771,,,
Barnet,E09000003,06/04/2020,37,808,,,
Barnet,E09000003,07/04/2020,45,853,,,
Barnet,E09000003,08/04/2020,49,902,,,
Barnet,E09000003,09/04/2020,34,936,,,
Barnet,E09000003,10/04/2020,21,957,,,
Barnet,E09000003,11/04/2020,20,977,,,
Barnet,E09000003,12/04/2020,18,995,,,
Barnet,E09000003,13/04/2020,23,1018,,,
Barnet,E09000003,14/04/2020,21,1039,,,
Barnet,E09000003,15/04/2020,24,1063,,,
Barnet,E09000003,16/04/2020,20,1083,,,
Barnet,E09000003,17/04/2020,21,1104,,,
Barnet,E09000003,18/04/2020,15,1119,,,
Barnet,E09000003,19/04/2020,21,1140,,,
Barnet,E09000003,20/04/2020,14,1154,,,
Barnet,E09000003,21/04/2020,27,1181,,,
Barnet,E09000003,22/04/2020,11,1192,,,
Barnet,E09000003,23/04/2020,19,1211,,,
Barnet,E09000003,24/04/2020,17,1228,,,
Barnet,E09000003,25/04/2020,11,1239,,,
Barnet,E09000003,26/04/2020,17,1256,,,
Barnet,E09000003,27/04/2020,20,1276,,,
Barnet,E09000003,28/04/2020,25,1301,,,
Barnet,E09000003,29/04/2020,17,1318,,,
Barnet,E09000003,30/04/2020,19,1337,,,
Barnet,E09000003,01/05/2020,10,1347,,,
Barnet,E09000003,02/05/2020,9,1356,,,
Barnet,E09000003,03/05/2020,6,1362,,,
Barnet,E09000003,04/05/2020,12,1374,,,
Barnet,E09000003,05/05/2020,14,1388,,,
Barnet,E09000003,06/05/2020,10,1398,,,
Barnet,E09000003,07/05/2020,13,1411,,,
Barnet,E09000003,08/05/2020,7,1418,,,
Barnet,E09000003,09/05/2020,5,1423,,,
Barnet,E09000003,10/05/2020,8,1431,,,
Barnet,E09000003,11/05/2020,6,1437,,,
Barnet,E09000003,12/05/2020,11,1448,,,
Barnet,E09000003,13/05/2020,15,1463,,,
Barnet,E09000003,14/05/2020,5,1468,,,
Barnet,E09000003,15/05/2020,5,1473,,,
Barnet,E09000003,16/05/2020,2,1475,,,
Barnet,E09000003,17/05/2020,6,1481,,,
Barnet,E09000003,18/05/2020,9,1490,,,
Barnet,E09000003,19/05/2020,9,1499,,,
Barnet,E09000003,20/05/2020,10,1509,,,
Barnet,E09000003,21/05/2020,8,1517,,,
Barnet,E09000003,22/05/2020,3,1520,,,
Barnet,E09000003,23/05/2020,1,1521,,,
Barnet,E09000003,24/05/2020,2,1523,,,
Barnet,E09000003,25/05/2020,1,1524,,,
Barnet,E09000003,26/05/2020,4,1528,,,
Barnet,E09000003,27/05/2020,9,1537,,,
Barnet,E09000003,28/05/2020,4,1541,,,
Barnet,E09000003,29/05/2020,3,1544,,,
Barnet,E09000003,30/05/2020,1,1545,,,
Barnet,E09000003,31/05/2020,1,1546,,,
Barnet,E09000003,01/06/2020,1,1547,,,
Barnet,E09000003,02/06/2020,3,1550,,,
Barnet,E09000003,03/06/2020,3,1553,,,
Barnet,E09000003,04/06/2020,1,1554,,,
Barnet,E09000003,05/06/2020,1,1555,,,
Barnet,E09000003,06/06/2020,2,1557,,,
Barnet,E09000003,07/06/2020,2,1559,,,
Barnet,E09000003,08/06/2020,1,1560,,,
Barnet,E09000003,09/06/2020,0,1560,,,
Barnet,E09000003,10/06/2020,2,1562,,,
Barnet,E09000003,11/06/2020,1,1563,,,
Barnet,E09000003,12/06/2020,1,1564,,,
Barnet,E09000003,13/06/2020,2,1566,,,
Barnet,E09000003,14/06/2020,0,1566,,,
Barnet,E09000003,15/06/2020,2,1568,,,
Barnet,E09000003,16/06/2020,2,1570,,,
Barnet,E09000003,17/06/2020,2,1572,,,
Barnet,E09000003,18/06/2020,1,1573,,,
Barnet,E09000003,19/06/2020,0,1573,,,
Barnet,E09000003,20/06/2020,0,1573,,,
Barnet,E09000003,21/06/2020,1,1574,,,
Barnet,E09000003,22/06/2020,0,1574,,,
Barnet,E09000003,23/06/2020,0,1574,,,
Barnet,E09000003,24/06/2020,0,1574,,,
Barnet,E09000003,25/06/2020,2,1576,,,
Barnet,E09000003,26/06/2020,3,1579,,,
Barnet,E09000003,27/06/2020,0,1579,,,
Barnet,E09000003,28/06/2020,1,1580,,,
Barnet,E09000003,29/06/2020,3,1583,,,
Barnet,E09000003,30/06/2020,1,1584,,,
Barnet,E09000003,01/07/2020,2,1586,,,
Barnet,E09000003,02/07/2020,2,1588,,,
Barnet,E09000003,03/07/2020,1,1589,,,
Barnet,E09000003,04/07/2020,1,1590,,,
Barnet,E09000003,05/07/2020,4,1594,,,
Barnet,E09000003,06/07/2020,1,1595,,,
Barnet,E09000003,07/07/2020,2,1597,,,
Barnet,E09000003,08/07/2020,1,1598,,,
Barnet,E09000003,09/07/2020,3,1601,,,
Barnet,E09000003,10/07/2020,1,1602,,,
Barnet,E09000003,11/07/2020,2,1604,,,
Barnet,E09000003,12/07/2020,4,1608,,,
Barnet,E09000003,13/07/2020,9,1617,,,
Barnet,E09000003,14/07/2020,1,1618,,,
Barnet,E09000003,15/07/2020,7,1625,,,
Barnet,E09000003,16/07/2020,0,1625,,,
Barnet,E09000003,17/07/2020,4,1629,,,
Barnet,E09000003,18/07/2020,5,1634,,,
Barnet,E09000003,19/07/2020,2,1636,,,
Barnet,E09000003,20/07/2020,2,1638,,,
Barnet,E09000003,21/07/2020,2,1640,,,
Barnet,E09000003,22/07/2020,7,1647,,,
Barnet,E09000003,23/07/2020,4,1651,,,
Barnet,E09000003,24/07/2020,2,1653,,,
Barnet,E09000003,25/07/2020,5,1658,,,
Barnet,E09000003,26/07/2020,0,1658,,,
Barnet,E09000003,27/07/2020,8,1666,,,
Barnet,E09000003,28/07/2020,8,1674,,,
Barnet,E09000003,29/07/2020,5,1679,,,
Barnet,E09000003,30/07/2020,9,1688,,,
Barnet,E09000003,31/07/2020,3,1691,,,
Barnet,E09000003,01/08/2020,4,1695,,,
Barnet,E09000003,02/08/2020,7,1702,,,
Barnet,E09000003,03/08/2020,2,1704,,,
Barnet,E09000003,04/08/2020,2,1706,,,
Barnet,E09000003,05/08/2020,4,1710,,,
Barnet,E09000003,06/08/2020,5,1715,,,
Barnet,E09000003,07/08/2020,9,1724,,,
Barnet,E09000003,08/08/2020,2,1726,,,
Barnet,E09000003,09/08/2020,2,1728,,,
Barnet,E09000003,10/08/2020,10,1738,,,
Barnet,E09000003,11/08/2020,4,1742,,,
Barnet,E09000003,12/08/2020,8,1750,,,
Barnet,E09000003,13/08/2020,6,1756,,,
Barnet,E09000003,14/08/2020,11,1767,,,
Barnet,E09000003,15/08/2020,1,1768,,,
Barnet,E09000003,16/08/2020,6,1774,,,
Barnet,E09000003,17/08/2020,9,1783,,,
Barnet,E09000003,18/08/2020,11,1794,,,
Barnet,E09000003,19/08/2020,9,1803,,,
Barnet,E09000003,20/08/2020,2,1805,,,
Barnet,E09000003,21/08/2020,9,1814,,,
Barnet,E09000003,22/08/2020,6,1820,,,
Barnet,E09000003,23/08/2020,5,1825,,,
Barnet,E09000003,24/08/2020,3,1828,,,
Barnet,E09000003,25/08/2020,7,1835,,,
Barnet,E09000003,26/08/2020,15,1850,,,
Barnet,E09000003,27/08/2020,21,1871,,,
Barnet,E09000003,28/08/2020,12,1883,,,
Barnet,E09000003,29/08/2020,4,1887,,,
Barnet,E09000003,30/08/2020,4,1891,,,
Barnet,E09000003,31/08/2020,15,1906,,,
Barnet,E09000003,01/09/2020,22,1928,,,
Barnet,E09000003,02/09/2020,13,1941,,,
Barnet,E09000003,03/09/2020,16,1957,,,
Barnet,E09000003,04/09/2020,17,1974,,,
Barnet,E09000003,05/09/2020,11,1985,,,
Barnet,E09000003,06/09/2020,9,1994,,,
Barnet,E09000003,07/09/2020,17,2011,,,
Barnet,E09000003,08/09/2020,13,2024,,,
Barnet,E09000003,09/09/2020,20,2044,,,
Barnet,E09000003,10/09/2020,18,2062,,,
Barnet,E09000003,11/09/2020,12,2074,,,
Barnet,E09000003,12/09/2020,6,2080,,,
Barnet,E09000003,13/09/2020,4,2084,,,
Barnet,E09000003,14/09/2020,16,2100,,,
Barnet,E09000003,15/09/2020,11,2111,,,
Barnet,E09000003,16/09/2020,12,2123,,,
Barnet,E09000003,17/09/2020,11,2134,,,
Barnet,E09000003,18/09/2020,13,2147,,,
Barnet,E09000003,19/09/2020,14,2161,,,
Barnet,E09000003,20/09/2020,16,2177,,,
Barnet,E09000003,21/09/2020,27,2204,,,
Barnet,E09000003,22/09/2020,17,2221,,,
Barnet,E09000003,23/09/2020,18,2239,,,
Barnet,E09000003,24/09/2020,28,2267,,,
Barnet,E09000003,25/09/2020,19,2286,,,
Barnet,E09000003,26/09/2020,18,2304,,,
Barnet,E09000003,27/09/2020,14,2318,,,
Barnet,E09000003,28/09/2020,9,2327,,,
Barnet,E09000003,29/09/2020,16,2343,,,
Barnet,E09000003,30/09/2020,2,2345,,,
Bexley,E09000004,11/02/2020,0,0,,,
Bexley,E09000004,12/02/2020,0,0,,,
Bexley,E09000004,13/02/2020,0,0,,,
Bexley,E09000004,14/02/2020,0,0,,,
Bexley,E09000004,15/02/2020,0,0,,,
Bexley,E09000004,16/02/2020,0,0,,,
Bexley,E09000004,17/02/2020,0,0,,,
Bexley,E09000004,18/02/2020,0,0,,,
Bexley,E09000004,19/02/2020,0,0,,,
Bexley,E09000004,20/02/2020,0,0,,,
Bexley,E09000004,21/02/2020,0,0,,,
Bexley,E09000004,22/02/2020,0,0,,,
Bexley,E09000004,23/02/2020,0,0,,,
Bexley,E09000004,24/02/2020,0,0,,,
Bexley,E09000004,25/02/2020,0,0,,,
Bexley,E09000004,26/02/2020,0,0,,,
Bexley,E09000004,27/02/2020,0,0,,,
Bexley,E09000004,28/02/2020,0,0,,,
Bexley,E09000004,29/02/2020,0,0,,,
Bexley,E09000004,01/03/2020,0,0,,,
Bexley,E09000004,02/03/2020,0,0,,,
Bexley,E09000004,03/03/2020,0,0,,,
Bexley,E09000004,04/03/2020,0,0,,,
Bexley,E09000004,05/03/2020,0,0,,,
Bexley,E09000004,06/03/2020,0,0,,,
Bexley,E09000004,07/03/2020,0,0,,,
Bexley,E09000004,08/03/2020,0,0,,,
Bexley,E09000004,09/03/2020,2,2,,,
Bexley,E09000004,10/03/2020,2,4,,,
Bexley,E09000004,11/03/2020,4,8,,,
Bexley,E09000004,12/03/2020,5,13,,,
Bexley,E09000004,13/03/2020,4,17,,,
Bexley,E09000004,14/03/2020,3,20,,,
Bexley,E09000004,15/03/2020,1,21,,,
Bexley,E09000004,16/03/2020,4,25,,,
Bexley,E09000004,17/03/2020,6,31,,,
Bexley,E09000004,18/03/2020,6,37,,,
Bexley,E09000004,19/03/2020,5,42,,,
Bexley,E09000004,20/03/2020,9,51,,,
Bexley,E09000004,21/03/2020,4,55,,,
Bexley,E09000004,22/03/2020,10,65,,,
Bexley,E09000004,23/03/2020,17,82,,,
Bexley,E09000004,24/03/2020,13,95,,,
Bexley,E09000004,25/03/2020,19,114,,,
Bexley,E09000004,26/03/2020,11,125,,,
Bexley,E09000004,27/03/2020,19,144,,,
Bexley,E09000004,28/03/2020,10,154,,,
Bexley,E09000004,29/03/2020,14,168,,,
Bexley,E09000004,30/03/2020,15,183,,,
Bexley,E09000004,31/03/2020,21,204,,,
Bexley,E09000004,01/04/2020,30,234,,,
Bexley,E09000004,02/04/2020,26,260,,,
Bexley,E09000004,03/04/2020,31,291,,,
Bexley,E09000004,04/04/2020,28,319,,,
Bexley,E09000004,05/04/2020,20,339,,,
Bexley,E09000004,06/04/2020,24,363,,,
Bexley,E09000004,07/04/2020,48,411,,,
